Likely to Change Occupation,Geographic Mobility,Professional Networks,Job Satisfaction,Work-Life Balance,Skills Gap,Salary,Job Security,Years of Experience,Age,Job Opportunities,Industry Growth Rate
0,0,10,10,10,9,174535,6,17,48,69,Medium
0,0,4,6,2,3,50754,8,36,44,78,High
1,1,5,3,8,9,173279,3,2,56,13,Medium
0,0,1,6,8,10,102115,3,9,55,12,High
0,0,10,10,9,6,145042,3,11,38,33,High
0,0,5,6,9,7,143922,3,18,55,25,Low
0,1,6,5,5,7,192776,8,17,47,14,High
0,0,7,10,8,5,84160,3,14,42,80,Low
1,1,2,4,6,4,49465,9,16,23,62,Medium
1,0,6,4,1,10,192842,8,5,24,36,Low
1,0,6,4,2,3,164997,2,16,43,91,Low
0,1,1,6,2,9,167837,4,31,24,70,High
1,0,5,1,10,6,171753,9,39,30,28,Low
0,0,9,8,10,3,160251,8,31,51,77,Low
0,0,1,10,2,7,70148,5,6,45,71,Low
0,1,10,10,1,5,178605,1,27,46,86,High
1,1,9,2,1,5,50504,5,6,25,13,Low
0,0,8,7,4,2,91742,9,5,56,13,Low
0,1,6,10,10,1,62899,4,32,46,21,Medium
1,0,1,3,1,8,195201,10,15,57,9,Low
0,0,6,5,6,6,186666,5,19,59,92,Low
0,0,4,6,3,1,187470,2,13,34,44,High
1,1,7,5,9,3,147718,10,12,45,57,Medium
0,0,1,5,7,1,177049,8,17,47,86,Low
1,0,6,5,10,1,36553,10,14,40,33,High
0,0,8,5,6,8,159236,2,34,49,67,Medium
0,1,4,10,8,8,188795,9,29,42,13,High
1,1,5,1,2,8,68244,6,23,27,81,Low
0,1,8,5,2,5,50545,7,3,36,79,Low
0,1,10,8,3,1,149004,5,1,42,29,Low
1,0,10,4,3,1,134405,1,20,21,88,Medium
1,0,3,4,2,4,76870,1,29,21,95,Low
1,0,4,2,5,4,99634,3,2,54,26,Low
1,1,10,1,6,5,35004,2,17,43,58,High
1,0,9,3,5,5,187970,2,25,43,6,Low
1,1,7,3,10,3,85746,4,36,26,44,Medium
1,0,7,5,4,2,46738,8,7,30,39,Medium
1,0,4,2,4,1,101028,8,19,28,36,High
0,0,2,8,4,7,62963,9,0,54,78,High
1,0,9,4,10,6,137598,10,24,26,100,Medium
1,0,1,5,4,3,48240,7,4,47,13,Medium
1,0,9,5,7,2,37758,6,8,47,46,Medium
0,1,8,8,10,6,158824,3,36,56,18,Low
0,1,9,10,4,8,116078,7,21,57,39,Low
0,0,6,9,6,7,150179,4,11,33,67,Medium
1,0,9,1,9,1,143566,4,26,59,48,Medium
0,0,8,8,5,2,118757,2,12,43,68,Low
1,0,10,1,6,5,38983,6,18,56,74,Medium
1,0,3,2,5,8,75950,7,19,56,86,Low
1,1,9,1,8,4,146196,8,28,49,57,High
1,0,9,2,8,10,91477,5,3,30,56,Medium
0,0,8,10,3,8,85904,4,1,46,69,High
1,1,5,4,3,4,76902,5,3,47,5,High
1,1,7,6,4,3,188273,3,14,27,13,High
0,0,9,9,8,1,125326,6,32,22,15,Medium
1,0,1,4,7,6,72311,7,35,36,98,Medium
1,1,8,1,2,2,176874,5,13,34,70,Low
0,0,8,7,4,8,129811,4,6,47,41,High
1,0,9,2,7,8,73060,6,24,46,15,High
1,0,3,8,1,8,46462,1,18,37,52,Medium
1,0,9,3,7,8,116379,1,37,30,74,Medium
1,0,4,4,5,2,94666,3,7,55,85,High
0,1,8,8,7,5,110093,7,22,40,66,Medium
0,0,4,5,8,3,138718,3,0,48,27,High
1,0,1,9,2,9,122404,10,36,39,85,High
0,0,5,5,9,10,148521,10,19,30,90,Low
1,0,2,1,9,6,86132,6,16,34,72,High
1,0,2,7,8,9,47693,6,27,36,67,Medium
1,0,4,1,7,1,197732,1,23,59,77,High
1,1,2,9,2,6,42875,4,18,49,14,Low
0,1,7,8,9,10,123826,5,19,23,25,Medium
1,1,2,4,6,3,180619,1,9,33,16,Medium
1,1,9,5,5,9,192491,7,34,40,85,Medium
0,1,1,8,3,6,98513,2,32,51,59,High
0,0,5,7,6,9,84499,10,26,34,35,Low
0,0,9,10,4,6,97471,10,23,33,39,Low
0,1,6,10,2,9,100453,6,38,31,77,Medium
1,1,1,2,8,10,70274,3,6,52,57,Medium
0,0,8,10,2,5,52578,4,7,49,42,Medium
1,0,9,9,7,1,48615,7,8,42,80,High
1,0,6,2,3,6,133613,5,3,46,3,High
1,0,3,4,1,5,135160,1,36,37,84,Medium
1,0,6,1,2,6,92814,10,26,31,20,Medium
0,0,5,8,6,8,83790,1,20,27,84,Medium
0,0,2,9,9,10,55301,4,36,23,6,Medium
1,0,8,5,5,4,48227,9,18,48,92,High
1,0,1,5,5,9,89263,4,11,41,2,Medium
1,0,10,2,5,5,33657,9,11,41,34,High
0,0,7,9,7,6,55801,8,13,36,48,High
0,1,8,6,9,1,172220,7,38,39,59,Low
1,1,2,8,7,3,42803,10,38,46,28,High
0,0,8,9,10,2,113533,9,37,58,56,Medium
1,0,1,2,7,8,107169,9,8,23,43,High
1,0,1,5,9,1,34297,10,38,38,86,High
1,0,6,1,1,9,172712,6,18,59,37,Low
0,1,1,9,6,5,137001,9,8,48,42,Low
0,0,4,10,5,7,135711,10,4,58,70,Medium
1,0,9,3,5,4,185839,4,36,54,72,Low
0,1,1,5,5,6,141119,9,20,38,46,Low
1,0,3,2,2,5,139864,5,6,35,61,Medium
0,1,5,9,2,10,136924,8,16,31,18,Low
1,0,2,4,6,3,63939,8,17,33,80,Low
1,0,7,3,7,10,58562,8,9,52,57,Medium
0,1,10,10,7,2,62683,2,17,44,50,Medium
0,0,9,8,8,6,55727,7,19,55,59,Low
1,0,2,3,10,9,199290,9,10,21,15,Low
0,0,10,10,2,1,131046,10,10,39,38,Medium
1,0,9,10,8,5,39475,10,8,55,56,High
0,0,2,9,1,3,147374,10,5,38,19,Low
1,0,7,7,2,3,88334,4,9,48,87,Low
0,0,8,6,4,8,144362,10,11,45,91,High
0,0,2,7,8,7,142673,8,9,37,5,High
1,1,3,4,3,4,107017,2,26,57,66,High
1,1,4,3,7,8,168955,3,39,55,7,Medium
1,0,5,3,10,3,175327,10,28,54,97,Low
0,0,10,10,6,3,115333,2,5,40,65,High
0,1,2,5,7,3,89696,2,29,42,96,Medium
1,0,7,3,10,1,164757,6,22,55,40,Medium
1,0,10,3,9,8,185622,6,15,50,100,High
0,0,8,5,2,5,198622,2,5,20,24,High
1,0,7,1,1,3,141764,2,22,37,48,Low
1,0,3,1,1,6,149090,5,22,57,29,Medium
0,0,8,9,5,5,65575,7,5,46,81,High
0,1,2,7,10,7,155611,7,13,46,16,Medium
0,1,7,10,7,6,125057,2,39,51,20,Medium
1,1,5,4,2,1,104893,4,0,26,64,Medium
1,0,6,1,8,5,55968,2,14,54,66,High
1,0,6,2,10,4,140951,6,25,36,10,Medium
0,1,3,8,7,10,178382,7,14,23,79,Low
0,0,10,10,5,3,180235,4,15,45,26,Medium
1,1,7,2,3,7,54009,6,35,20,53,Medium
0,0,7,9,7,4,119043,10,4,34,41,Medium
1,0,7,4,6,4,143436,7,20,22,2,High
1,0,3,4,6,3,139554,5,14,20,37,Medium
1,0,1,4,4,1,120381,2,36,58,28,Medium
0,0,4,9,10,1,166774,6,10,35,81,Low
0,1,4,5,7,3,161183,10,19,49,57,Medium
1,0,7,7,7,3,168241,2,32,51,43,High
1,0,2,2,2,8,64169,8,15,42,65,Low
0,0,1,10,9,1,76025,10,38,23,36,Low
0,0,10,9,5,5,71598,5,13,28,50,Low
0,0,7,7,3,2,191570,10,16,50,30,Low
1,0,8,5,6,4,73888,5,35,33,72,High
0,0,2,5,3,9,175823,10,21,24,6,Low
0,0,9,7,10,2,60161,1,23,44,87,Medium
0,1,5,8,10,9,110291,9,39,51,74,Low
0,1,1,10,9,4,62556,10,30,34,46,Low
0,1,7,8,9,4,133841,10,16,33,66,Medium
1,0,2,4,9,5,107670,3,11,35,87,Medium
1,1,3,1,2,2,160744,1,33,42,75,Low
0,1,3,6,2,2,56558,5,26,46,84,High
1,1,6,2,7,4,173775,1,16,20,48,Medium
1,0,4,1,2,10,46208,5,24,27,27,Low
1,1,10,5,8,1,139459,9,19,32,33,High
0,0,8,8,4,4,101442,8,29,36,38,Low
1,1,10,4,7,7,95700,10,35,40,55,Medium
1,1,9,8,8,9,135887,1,17,24,74,High
0,1,5,6,8,1,154604,1,12,34,89,Medium
0,0,9,7,1,4,194238,1,39,56,97,High
0,0,10,8,3,3,51302,9,33,23,64,High
1,0,2,8,5,10,154283,5,21,38,75,High
0,0,5,10,1,2,153319,8,3,44,78,Medium
0,0,5,5,4,8,136598,9,31,41,20,High
1,0,1,2,5,5,63434,7,28,24,37,Low
0,0,7,6,9,7,147843,5,10,23,69,Medium
1,0,5,2,6,7,54935,6,3,26,7,High
1,1,6,1,6,1,170441,2,4,53,62,Low
1,1,7,6,3,5,36304,8,1,22,31,Low
1,0,1,4,1,8,174457,5,13,58,3,Medium
1,0,3,9,3,6,189402,3,34,41,51,Low
1,0,5,8,6,8,49728,7,39,43,81,High
0,0,1,10,1,2,185870,5,18,54,36,High
0,1,1,7,6,10,118876,10,35,51,50,Medium
0,0,1,8,8,8,69491,9,36,54,62,High
0,0,6,5,1,9,53289,1,17,29,3,High
0,0,2,10,6,4,159926,3,17,26,33,Medium
0,1,1,10,7,5,102832,8,12,45,55,Low
0,0,5,6,1,5,60284,4,6,42,22,Medium
1,0,1,3,4,3,158925,10,8,42,31,Low
1,0,4,1,8,9,101152,8,0,25,60,Low
0,0,5,9,9,7,127180,8,9,27,4,Medium
0,0,10,5,10,1,165542,4,24,23,99,High
0,0,10,8,9,2,111271,7,13,25,75,Low
1,0,2,3,8,8,150026,2,31,29,90,Medium
0,1,8,7,6,5,187213,5,7,24,46,Medium
1,0,1,3,7,1,158765,5,31,27,82,Medium
0,0,2,8,5,2,96770,1,30,58,87,High
1,0,8,3,6,9,150424,8,30,53,32,Medium
0,1,9,5,4,4,77951,9,4,46,48,Low
0,0,2,10,3,9,125024,9,0,47,43,High
1,0,2,3,10,3,43418,7,35,20,69,Low
0,0,4,6,1,8,150484,1,4,48,10,High
1,1,6,4,7,1,179712,9,1,25,13,Medium
0,0,9,5,8,6,118405,3,2,52,31,Low
1,0,2,2,7,3,186049,2,14,23,22,Low
1,0,6,4,9,5,144286,7,19,53,53,High
0,0,2,7,5,4,148833,5,38,49,80,Medium
1,0,6,4,5,4,124452,8,9,23,45,Medium
0,0,2,8,9,6,190882,4,23,44,21,Low
0,0,9,10,6,9,143294,6,27,22,69,Medium
1,0,10,3,3,3,153076,8,8,56,96,Medium
0,1,3,8,1,9,54067,4,37,26,3,Low
1,0,9,1,4,6,186646,8,28,29,21,Medium
1,1,4,4,4,9,197659,5,18,56,43,Medium
0,1,3,7,8,3,178640,4,39,37,53,High
1,0,3,5,2,2,40680,5,28,39,38,High
1,0,3,3,6,9,69913,6,31,23,92,Medium
1,1,1,2,3,7,73578,6,17,52,91,Medium
1,1,3,3,10,8,165824,10,30,24,50,High
0,0,1,6,1,8,70880,1,26,24,58,Low
0,0,7,8,2,5,166099,3,13,55,1,High
1,0,3,2,2,5,169988,8,21,22,69,Medium
1,1,6,3,6,10,171994,7,4,25,1,High
1,0,7,7,4,7,190444,5,39,46,81,Medium
0,0,10,10,7,4,90012,3,5,41,44,Low
1,0,6,1,7,1,185806,2,7,34,53,High
0,0,5,8,8,7,120388,5,25,37,8,Low
0,0,6,9,9,2,151657,10,7,35,2,Medium
1,0,4,5,5,7,167933,10,2,20,15,Medium
1,0,4,3,6,5,181468,6,25,28,6,Low
0,0,4,8,6,9,115550,9,4,47,92,Medium
0,0,7,10,7,5,154264,5,14,26,52,High
0,0,9,6,6,1,158788,9,13,41,65,High
1,0,2,10,6,3,124240,4,14,21,14,Low
1,0,5,10,8,5,100687,5,2,41,73,High
1,0,3,2,10,5,54406,1,10,39,34,Low
1,0,3,8,8,2,40686,1,10,23,5,High
1,0,1,6,10,2,44999,9,35,58,63,High
1,1,3,2,10,10,96141,8,30,55,67,Medium
1,1,10,3,8,3,37084,8,13,42,2,High
0,0,10,10,3,9,150384,10,12,26,24,High
0,1,6,8,7,10,137158,5,17,58,12,Medium
1,0,10,4,2,4,59424,8,5,32,87,Medium
1,1,8,10,1,2,33436,10,39,34,64,Low
0,1,9,6,6,5,162848,8,12,54,73,Medium
1,0,6,3,3,4,69632,7,14,35,37,High
1,1,8,6,2,1,194818,6,8,46,34,Medium
1,0,2,4,6,9,183441,10,11,22,53,Low
0,0,7,7,6,4,79744,6,39,36,16,Low
0,1,8,9,4,10,109618,3,18,28,31,Medium
0,0,1,6,5,4,114600,10,35,30,77,High
0,1,6,9,8,5,66214,8,25,59,55,Medium
0,0,9,5,5,2,164461,10,35,48,4,High
0,1,9,9,3,10,154359,7,34,55,50,Low
0,1,5,9,8,3,89321,8,37,30,44,High
0,1,7,10,5,4,145227,2,10,26,45,Medium
0,0,1,9,1,5,98289,6,7,37,23,Low
0,0,4,6,1,1,123676,3,30,21,12,Low
1,1,10,3,1,1,80457,4,16,53,85,Medium
1,0,8,2,5,8,132617,9,3,21,10,Low
0,0,6,6,8,7,86977,10,4,37,85,High
1,1,9,3,5,4,58688,2,34,59,24,Medium
1,0,3,2,3,3,160654,3,35,44,72,Medium
0,1,2,6,2,7,139454,3,3,26,21,High
1,0,3,4,5,2,148493,9,18,37,23,High
0,0,9,9,4,5,120153,5,35,58,89,Low
1,0,9,4,5,3,129926,1,29,20,48,Low
0,0,3,5,6,2,102043,7,9,47,26,High
1,1,3,2,4,4,127357,2,37,22,82,High
1,1,5,4,10,8,88204,6,5,39,51,Low
1,0,8,1,4,9,197956,4,20,35,49,High
0,0,4,9,3,10,127812,8,11,59,54,Medium
1,0,4,10,1,10,107384,8,27,33,48,High
0,0,9,5,8,3,195261,7,22,53,53,High
0,1,10,5,2,8,62121,8,38,53,23,High
0,1,4,5,1,2,94042,6,14,50,11,Low
0,0,9,10,1,5,112164,6,17,27,32,Medium
1,1,2,2,7,7,129806,5,14,23,61,Medium
1,0,5,1,3,1,66345,7,30,20,16,Medium
1,1,7,2,1,3,94723,3,2,23,72,High
1,0,2,1,10,2,142363,9,0,56,95,Low
0,0,9,9,10,6,55933,5,14,44,31,Medium
1,0,1,4,9,8,193471,5,17,29,36,Medium
1,0,10,9,3,3,37288,3,22,20,88,Low
0,0,8,5,7,3,87184,4,10,56,41,High
0,1,3,6,8,5,112124,1,4,32,15,Medium
1,1,9,10,1,2,36490,9,8,36,62,Medium
1,1,4,2,9,6,84017,3,25,48,19,Low
1,1,7,1,2,5,132885,5,21,50,10,Medium
1,1,2,4,9,1,187242,5,39,53,82,High
0,1,4,8,1,9,133186,5,32,46,41,Low
1,1,10,3,6,3,137966,4,4,25,34,Medium
0,1,4,7,3,3,170334,8,33,51,7,High
0,1,2,10,3,1,81761,7,11,29,91,Medium
0,0,3,8,10,3,80337,6,13,28,30,Low
0,1,6,5,10,10,108944,9,0,38,34,High
0,0,8,6,5,2,62532,9,32,56,15,Low
1,0,8,2,5,4,174177,1,31,20,88,High
1,1,8,1,1,7,175919,8,12,57,5,High
0,1,10,7,5,5,153273,3,9,23,3,Medium
1,0,8,4,7,5,91926,10,34,50,36,Low
0,0,9,6,10,3,175832,6,34,43,91,Medium
1,0,1,3,3,4,76313,3,9,42,98,High
1,0,8,7,6,9,102427,10,11,24,73,Low
1,0,1,4,4,10,102287,7,34,26,49,Low
1,0,3,4,3,6,40040,7,25,42,13,Medium
1,1,10,3,2,5,90309,6,38,54,41,Low
0,0,3,9,3,10,127081,3,14,26,72,Medium
0,0,7,10,4,7,79455,3,24,29,49,Low
0,0,3,7,1,8,50140,8,16,33,41,Low
0,0,8,10,1,5,53618,1,13,45,69,Low
0,0,5,9,2,4,189711,8,11,52,94,High
0,1,7,8,8,5,189094,10,16,49,54,High
1,1,6,3,8,2,184339,8,14,27,97,Low
0,1,5,10,3,4,192504,1,4,20,63,High
1,1,9,2,3,1,92355,5,29,58,11,High
0,0,1,7,4,8,159132,3,39,22,89,Low
0,0,9,9,4,3,153670,5,24,37,29,Medium
1,0,2,6,8,7,197655,2,27,42,77,Low
0,0,9,8,8,6,99549,1,36,32,19,Medium
1,1,10,2,5,6,119590,5,6,53,5,High
1,0,6,1,2,9,172003,7,14,34,96,High
1,1,9,4,7,9,48836,1,25,24,18,Medium
1,0,3,3,8,5,81827,5,27,21,5,Low
1,0,3,1,1,5,132476,5,16,40,34,Medium
1,1,10,2,9,6,108283,10,3,43,63,High
0,1,1,9,8,4,84021,1,11,53,89,Low
1,1,3,6,4,6,70626,10,38,33,17,High
0,1,7,8,3,1,71811,9,28,40,97,Medium
1,0,7,3,3,9,144433,1,11,46,61,Medium
0,0,5,8,5,6,57326,2,27,42,58,High
1,0,4,4,8,4,31753,9,36,59,44,Low
0,0,10,10,2,1,149097,2,3,47,80,High
1,0,9,3,7,4,130290,5,1,55,76,Low
1,1,10,6,8,1,56825,2,10,39,93,Low
1,1,7,2,3,5,84641,5,24,48,94,Low
0,0,10,8,5,9,58223,8,9,35,55,Low
0,1,9,7,3,7,123005,2,21,46,13,Low
1,0,4,1,9,6,182263,3,2,32,24,High
1,0,8,7,9,2,99253,3,15,28,69,Medium
1,0,5,3,4,4,162216,5,38,59,92,Medium
0,1,5,10,3,1,76529,3,35,26,59,Medium
0,0,2,6,5,6,75534,1,7,40,17,Low
0,0,4,9,7,10,176130,4,16,42,33,Medium
1,0,6,4,9,10,119527,1,31,47,78,Low
0,0,9,5,4,7,90750,7,32,53,84,Medium
1,0,2,4,5,6,67869,10,7,56,61,Medium
0,0,5,7,1,5,59715,1,27,38,16,Low
1,0,1,2,8,5,103042,8,37,50,15,Medium
1,1,8,6,9,4,47046,6,25,47,62,High
0,0,4,6,5,10,62357,3,32,59,91,High
1,0,9,1,3,4,148179,3,0,41,19,High
0,0,8,10,4,3,183609,5,5,37,32,High
1,0,5,10,3,2,48722,5,10,21,86,High
1,0,10,2,1,8,103728,6,15,23,58,Low
0,1,4,7,10,2,59030,4,27,26,14,High
1,1,7,8,2,5,43346,6,2,55,56,Low
1,1,6,2,7,6,184736,6,12,45,36,Low
0,0,2,6,4,10,129821,1,20,28,58,Medium
1,0,5,2,2,8,77342,1,31,40,61,Medium
1,0,3,1,1,8,95206,5,11,45,97,Low
0,0,9,7,10,4,179711,5,3,50,58,Low
1,0,4,6,9,8,47111,4,2,58,89,High
1,1,7,4,1,4,143204,8,2,40,26,High
1,0,5,7,3,3,181391,7,15,33,43,Low
0,1,2,5,4,6,170752,4,14,52,90,Low
0,1,9,10,9,3,189501,6,19,24,44,High
1,0,3,1,10,7,146668,1,20,28,46,Medium
0,0,10,9,1,2,157976,4,26,24,69,High
1,1,2,9,7,2,43936,4,13,44,36,Low
0,0,5,6,9,7,59144,8,5,42,67,Medium
0,0,1,6,10,9,162192,7,0,38,44,Medium
1,0,9,2,8,9,126093,5,39,24,48,Low
0,0,7,5,1,4,93271,10,11,46,81,High
0,0,4,10,6,10,160293,7,32,58,27,Low
0,0,5,7,4,2,81425,8,18,37,12,Medium
1,0,6,4,9,2,199914,3,13,35,98,Medium
1,1,6,8,7,2,30814,10,3,44,44,High
0,0,9,9,2,9,96741,2,5,53,57,Low
0,0,9,5,1,10,88293,3,30,27,57,Low
1,0,2,1,6,4,39223,10,8,44,28,Low
0,0,4,6,7,5,127409,6,14,47,48,Medium
1,1,7,6,7,10,72464,3,1,28,13,Medium
1,0,3,4,3,8,71430,6,27,26,25,Medium
0,0,9,6,7,4,181136,5,36,25,36,High
1,0,8,3,10,8,81663,2,26,21,19,Medium
0,1,10,5,7,10,142696,10,17,48,74,Low
1,0,1,5,4,7,58517,3,36,23,44,High
1,0,8,3,1,2,112368,8,18,37,5,High
1,1,8,2,1,9,80374,10,17,27,10,Low
0,0,6,6,6,9,129878,3,15,43,32,Low
1,0,4,10,6,6,191431,1,33,40,18,High
1,0,8,3,9,4,85149,9,33,35,57,Medium
1,0,4,2,10,5,72851,8,21,34,94,Medium
1,0,5,4,3,10,123366,6,2,38,80,High
0,0,7,8,7,7,77234,10,32,34,73,Low
1,0,1,8,2,9,30184,4,34,35,95,Low
1,0,2,7,9,2,44426,8,33,41,22,Medium
0,0,1,6,7,4,117787,4,33,33,5,Medium
1,1,1,7,3,8,36125,5,30,22,20,High
1,0,4,3,10,3,100856,8,30,58,37,Medium
0,0,1,6,10,10,193975,10,13,51,12,Medium
0,0,10,7,3,5,84039,5,32,46,46,High
1,0,6,2,7,7,37131,1,31,37,65,High
1,0,4,3,4,9,157845,5,5,55,88,High
1,0,6,5,4,3,120728,2,0,28,57,High
1,1,10,5,1,2,31745,10,38,32,28,Low
1,0,1,6,2,7,135363,10,1,52,16,Low
0,0,1,6,5,5,163007,3,21,32,6,Low
1,0,6,2,5,6,40270,5,2,22,64,Low
0,0,5,7,2,6,72591,10,12,36,32,Medium
1,0,4,2,6,4,115222,2,33,55,92,Low
0,0,10,8,1,9,173090,5,15,57,1,High
0,0,5,7,6,2,91134,3,33,21,28,Low
0,1,3,5,5,10,178369,6,4,24,29,Low
1,0,8,1,1,10,106788,8,29,48,29,Low
1,0,7,1,6,8,132067,8,24,36,99,High
0,0,9,10,8,1,197437,3,9,46,97,Low
1,1,2,4,3,4,125830,10,17,37,5,Medium
0,1,6,6,10,4,56440,6,20,27,13,High
0,0,1,9,10,9,89516,9,7,22,43,Low
0,0,9,9,9,8,157099,9,34,45,85,Medium
1,1,4,1,2,2,115017,3,16,25,90,Medium
1,0,6,9,1,6,44628,8,9,47,5,Low
0,0,6,9,5,9,86999,9,3,37,40,Low
1,1,5,3,6,8,155305,8,5,56,66,High
0,0,3,6,8,1,169374,5,35,53,34,High
0,0,8,10,7,7,170089,5,34,42,87,Medium
0,0,1,8,2,4,175174,6,32,55,93,High
1,1,3,1,8,4,153089,1,15,21,68,Medium
1,1,10,1,2,2,166362,2,37,26,46,High
1,0,6,2,10,10,69821,5,4,30,25,High
1,1,3,8,4,6,41924,4,28,25,94,Medium
0,1,6,10,10,6,137276,1,24,36,50,Low
1,0,10,3,1,9,172076,1,35,41,91,Medium
1,0,4,10,10,6,44772,8,38,56,89,Medium
0,0,8,5,3,5,120139,7,29,43,5,Low
1,0,4,3,10,4,154011,3,2,23,6,Medium
0,1,5,9,1,8,166123,3,8,58,42,Low
1,0,8,2,7,2,56592,6,10,50,44,High
0,0,7,6,6,5,123554,10,3,43,14,Low
1,0,5,8,6,5,46915,10,38,41,30,High
0,1,2,6,2,6,141547,10,8,27,99,Medium
1,0,9,5,9,7,43229,6,38,25,71,Medium
1,0,3,4,8,5,158236,3,26,55,99,Low
0,0,10,8,6,4,90384,1,10,32,88,Low
0,0,4,9,9,9,162645,4,39,22,81,Medium
1,1,8,5,6,4,36714,9,26,23,25,Low
1,0,2,4,3,10,128474,3,3,26,63,High
1,0,4,7,6,7,39825,2,16,37,34,Low
0,0,10,8,6,9,70149,1,27,31,24,Low
1,0,10,4,3,6,56321,3,10,48,73,Medium
1,0,2,9,4,5,46092,6,33,44,29,Medium
1,1,3,5,6,10,36122,3,11,44,70,High
1,0,3,2,2,4,169380,2,21,24,1,High
1,0,10,2,6,1,172428,9,16,22,31,Medium
1,0,6,1,4,1,190059,9,16,47,100,High
1,0,4,1,6,8,185732,8,31,38,16,Medium
1,1,8,9,2,5,104745,5,27,28,67,Low
0,0,2,9,2,1,96573,7,23,20,89,High
1,0,7,5,3,4,39574,2,26,46,23,Low
0,0,1,10,10,10,141689,5,1,24,71,Medium
1,1,10,1,6,5,138988,3,17,30,45,High
0,0,3,10,7,8,127519,1,34,35,98,Low
1,0,9,10,2,4,37585,5,33,50,85,High
1,0,8,1,2,4,90109,7,20,26,35,Low
0,0,2,8,9,10,174126,7,5,22,77,Medium
1,1,7,7,5,4,34447,8,34,26,28,Medium
0,1,6,9,3,10,57014,4,9,53,57,Low
0,0,6,5,4,7,137716,10,32,25,5,Medium
0,0,9,5,6,9,118018,1,21,24,68,Low
0,0,4,9,6,9,55594,4,9,59,34,High
1,0,9,4,1,3,161148,9,19,29,28,High
1,0,2,4,7,4,106637,3,30,36,60,Low
1,0,4,3,3,4,188503,6,25,49,56,Low
0,0,4,9,10,5,184405,8,19,56,61,Medium
0,0,3,7,1,2,88084,4,7,58,90,Medium
0,0,7,7,6,3,168572,2,32,46,6,Low
1,0,3,4,7,4,45161,6,20,43,69,Low
1,0,7,1,1,7,192814,7,3,40,76,Medium
1,1,2,2,5,3,43351,1,34,33,96,Low
1,1,5,7,5,10,46472,2,1,29,3,Low
1,1,1,2,7,1,190302,3,0,51,61,Medium
0,0,4,7,4,8,56165,4,5,28,84,High
1,0,1,1,2,10,92160,10,16,42,77,High
1,0,8,7,9,3,165787,7,1,31,18,High
1,0,9,2,8,8,154403,7,32,20,10,Low
1,0,6,9,4,7,35312,6,11,57,9,Medium
0,1,4,10,1,4,87858,2,32,25,27,High
0,1,9,6,8,5,192008,10,21,41,70,Low
1,0,9,1,3,2,57608,7,21,40,88,Medium
0,0,9,7,8,2,91599,4,37,54,61,High
1,0,2,4,6,8,189634,3,16,26,8,Medium
0,0,8,8,10,10,191108,9,19,43,72,Low
1,1,2,9,3,4,182834,2,9,34,72,Medium
0,1,1,9,9,8,96533,4,15,21,40,High
0,0,5,10,8,2,107355,8,6,51,15,Medium
1,0,1,10,2,2,45430,10,13,44,84,Medium
1,0,5,9,9,6,161279,6,14,59,69,Low
1,1,7,2,8,8,124672,9,10,32,56,High
1,0,9,4,3,10,195065,2,8,43,35,High
0,1,6,6,1,7,72380,10,6,26,44,High
0,0,10,9,9,1,77266,9,17,27,57,Medium
0,0,2,9,7,6,93545,5,5,56,84,Low
1,1,1,5,2,7,42128,3,26,57,2,Medium
1,0,10,3,8,5,149104,2,17,23,23,Low
1,0,7,3,2,5,131290,3,27,35,70,Medium
0,1,8,10,7,8,110048,5,37,29,59,Medium
1,0,5,10,4,8,124852,9,14,34,68,Low
0,0,6,5,1,7,128777,9,10,52,67,High
0,0,4,8,5,5,81661,6,6,28,69,High
1,1,9,4,7,3,153309,5,18,35,95,Medium
1,1,7,3,10,8,88676,4,0,51,83,Medium
1,0,10,4,5,10,63583,10,18,59,98,Low
0,0,2,5,3,4,189152,1,31,31,69,Medium
1,1,2,8,7,6,51031,10,38,55,91,High
1,1,9,4,9,4,103072,8,28,21,88,Low
1,0,6,3,3,5,130513,5,25,42,52,Low
0,0,9,8,6,10,168110,1,34,39,95,Medium
1,1,10,2,10,8,159326,10,33,52,52,Medium
0,0,1,5,6,4,95355,8,12,41,20,Low
0,0,10,10,8,9,73026,8,0,42,26,Medium
1,1,5,1,2,4,193299,1,22,38,82,High
0,0,7,7,9,3,90379,5,32,26,90,Medium
0,0,9,8,3,6,83948,9,23,59,39,Medium
1,0,8,2,8,7,114606,3,24,24,21,High
1,1,7,1,4,2,173626,9,36,49,54,Low
1,0,10,2,9,10,60741,7,13,30,60,High
0,0,2,8,7,8,196268,6,20,39,52,Medium
0,0,5,6,4,4,192632,3,0,46,84,High
1,0,5,4,5,8,185343,5,39,50,64,High
1,1,7,2,8,2,184898,7,17,55,1,High
1,0,1,7,6,2,41227,4,20,49,23,Medium
1,0,8,2,8,9,31316,5,29,59,68,Low
1,1,4,1,3,7,75221,6,16,57,26,High
0,0,5,10,4,6,147775,7,21,55,73,Medium
1,0,6,1,8,3,180381,9,30,50,11,High
1,0,7,4,1,2,37928,2,28,48,76,Low
1,1,4,2,7,6,64422,5,20,47,57,Low
1,1,10,7,2,7,189947,9,1,32,51,Medium
0,1,3,5,6,10,182735,8,23,48,11,Low
1,0,1,10,4,3,108253,2,33,38,1,Medium
1,0,2,1,7,2,140551,3,29,50,91,Low
1,0,1,1,5,9,70327,8,33,41,50,Medium
